name_ar,category,full_address,phone_number,website,rating,city_ar,region_ar,latitude,longitude,google_maps_url
صيدلية ٧١ الثانية,N/A,8113، النابية، سيهات‎ 32471,013 837 1140,N/A,4.7,سيهات,المنطقة الشرقية,26.4745602,50.0064402,"https://www.google.com/maps/place/%D8%B5%D9%8A%D8%AF%D9%84%D9%8A%D8%A9+%D9%A7%D9%A1+%D8%A7%D9%84%D8%AB%D8%A7%D9%86%D9%8A%D8%A9%E2%80%AD/@26.4745602,50.0064402,17z/data=!3m1!4b1!4m6!3m5!1s0x3e3601ce5da54b23:0xdc0a7a01b1df7356!8m2!3d26.4745602!4d50.0064402!16s%2Fg%2F11g6hyhcy6?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
صيدلية الدواء,N/A,F2VW+4HX، الغدير، سيهات‎ 32451,800 244 4444,https://www.al-dawaa.com/,4.2,سيهات,المنطقة الشرقية,26.4928125,50.0464375,"https://www.google.com/maps/place/%D8%B5%D9%8A%D8%AF%D9%84%D9%8A%D8%A9+%D8%A7%D9%84%D8%AF%D9%88%D8%A7%D8%A1%E2%80%AD/@26.4928125,50.0464375,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff45476fcc39:0xd85c06cecc169800!8m2!3d26.4928125!4d50.0464375!16s%2Fg%2F11sg8580zt?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
صيدلية كيرلاين Care Line Pharmacy,N/A,EMMB4146، 4146، 6915 Saudi Arabia Saihat SA، سيهات‎ 32451,050 844 6555,https://careline-ksa.com/ar,4.9,سيهات,المنطقة الشرقية,26.4877578,50.0500675,"https://www.google.com/maps/place/%D8%B5%D9%8A%D8%AF%D9%84%D9%8A%D8%A9+%D9%83%D9%8A%D8%B1%D9%84%D8%A7%D9%8A%D9%86+Care+Line+Pharmacy%E2%80%AD/@26.4877578,50.0500675,17z/data=!3m1!4b1!4m6!3m5!1s0x3e35ffefd8c81595:0xa2171d22523637d9!8m2!3d26.4877578!4d50.0500675!16s%2Fg%2F11qg27jn4s?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
صيدلية الدواء,N/A,طريق الظهران الجبيل السريع الزهور سيهات، الدمام 32437,800 244 4444,https://www.al-dawaa.com/,3.9,سيهات,المنطقة الشرقية,26.4641918,50.025766,"https://www.google.com/maps/place/%D8%B5%D9%8A%D8%AF%D9%84%D9%8A%D8%A9+%D8%A7%D9%84%D8%AF%D9%88%D8%A7%D8%A1%E2%80%AD/@26.4641918,50.025766,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fe19133e9863:0xc7ffe817fc813302!8m2!3d26.4641918!4d50.025766!16s%2Fg%2F1ptwg6bt4?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
صيدلية الدواء,N/A,غرناطة، شارع العباس ابن عبدالمطلب، حي، سيهات‎ 32434,800 244 4444,https://www.al-dawaa.com/,3.9,سيهات,المنطقة الشرقية,N/A,N/A,https://www.google.com/maps/place/%D8%B5%D9%8A%D8%AF%D9%84%D9%8A%D8%A9+%D8%A7%D9%84%D8%AF%D9%88%D8%A7%D8%A1%E2%80%AD/data=!4m7!3m6!1s0x3e49ff7295acba2f:0x3c4473379d38b351!8m2!3d26.467889!4d50.047361!16s%2Fg%2F11r_tqsx1r!19sChIJL7qslXL_ST4RUbM4nTdzRDw?authuser=0&hl=ar&rclk=1
صيدلية إشراقة الصباح,N/A,"F2JR+HG5, Ibn Khaldun, النور، سيهات‎ 32452",N/A,N/A,4.6,سيهات,المنطقة الشرقية,26.4813946,50.0413539,"https://www.google.com/maps/place/%D8%B5%D9%8A%D8%AF%D9%84%D9%8A%D8%A9+%D8%A5%D8%B4%D8%B1%D8%A7%D9%82%D8%A9+%D8%A7%D9%84%D8%B5%D8%A8%D8%A7%D8%AD%E2%80%AD/@26.4813946,50.0413539,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fe47b7192c95:0x373b44bdaec3a911!8m2!3d26.4813946!4d50.0413539!16s%2Fg%2F119w2wxt_?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
صيدليه ليمون سيهات,N/A,"4471 Khaleej Rd، حي الكوثر، EMMB6539, 6539، سيهات‎ 32451",N/A,N/A,3.2,سيهات,المنطقة الشرقية,26.4846118,50.053317,"https://www.google.com/maps/place/%D8%B5%D9%8A%D8%AF%D9%84%D9%8A%D9%87+%D9%84%D9%8A%D9%85%D9%88%D9%86+%D8%B3%D9%8A%D9%87%D8%A7%D8%AA%E2%80%AD/@26.4846118,50.053317,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ffce0c808397:0xa00ace2150a4c56d!8m2!3d26.4846118!4d50.053317!16s%2Fg%2F11vkq__1wy?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
صيدلية ليمون,N/A,8327 الشارع الخامس عشر، غرناطة، سيهات‎ 32434,9200 13770,https://www.lemon.sa/,4.1,سيهات,المنطقة الشرقية,26.4808248,50.0464551,"https://www.google.com/maps/place/%D8%B5%D9%8A%D8%AF%D9%84%D9%8A%D8%A9+%D9%84%D9%8A%D9%85%D9%88%D9%86%E2%80%AD/@26.4808248,50.0464551,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff000c400db1:0x37832b9b73b0519!8m2!3d26.4808248!4d50.0464551!16s%2Fg%2F11vmbky18w?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
صيدلية الدواء,N/A,F3G4+PJM، F3G4+PJM، طريق الخليج الكوثر سيهات الدمام، سيهات‎,800 244 4444,https://www.al-dawaa.com/,4.0,سيهات,المنطقة الشرقية,26.4757147,50.0570077,"https://www.google.com/maps/place/%D8%B5%D9%8A%D8%AF%D9%84%D9%8A%D8%A9+%D8%A7%D9%84%D8%AF%D9%88%D8%A7%D8%A1%E2%80%AD/@26.4757147,50.0570077,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fe6092b6058f:0x94c6dec2a08969c!8m2!3d26.4757147!4d50.0570077!16s%2Fg%2F1pxq2pxkb?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
صيدلية الدواء,N/A,"Khaleej Rd, المنتزه، سيهات‎ 32452",800 244 4444,https://www.al-dawaa.com/,4.2,سيهات,المنطقة الشرقية,26.484406,50.052511,"https://www.google.com/maps/place/%D8%B5%D9%8A%D8%AF%D9%84%D9%8A%D8%A9+%D8%A7%D9%84%D8%AF%D9%88%D8%A7%D8%A1%E2%80%AD/@26.484406,50.052511,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff6e0e5c4209:0xa1d28f75e4c29cd6!8m2!3d26.484406!4d50.052511!16s%2Fg%2F11smbxkkg4?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
صيدلية الدواء,N/A,شارع عمر بن عبدالعزيز الفردوس سيهات، الدمام 32434,800 244 4444,https://www.al-dawaa.com/,4.6,سيهات,المنطقة الشرقية,N/A,N/A,https://www.google.com/maps/place/%D8%B5%D9%8A%D8%AF%D9%84%D9%8A%D8%A9+%D8%A7%D9%84%D8%AF%D9%88%D8%A7%D8%A1%E2%80%AD/data=!4m7!3m6!1s0x3e49ff688dcd6b37:0xdbedab4e8122e51d!8m2!3d26.474004!4d50.044478!16s%2Fg%2F11hxnvbgj2!19sChIJN2vNjWj_ST4RHeUigU6r7ds?authuser=0&hl=ar&rclk=1
صيدلية الدواء,N/A,طريق الخليج قرطبة سيهات، الدمام 32453,800 244 4444,https://www.al-dawaa.com/,3.7,سيهات,المنطقة الشرقية,N/A,N/A,https://www.google.com/maps/place/%D8%B5%D9%8A%D8%AF%D9%84%D9%8A%D8%A9+%D8%A7%D9%84%D8%AF%D9%88%D8%A7%D8%A1%E2%80%AD/data=!4m7!3m6!1s0x3e49ffbeda1c99bd:0x781c71325f9cf2e1!8m2!3d26.5076869!4d50.0354223!16s%2Fg%2F11h27dffzh!19sChIJvZkc2r7_ST4R4fKcXzJxHHg?authuser=0&hl=ar&rclk=1
صيدلية الدواء,N/A,شارع عمر بن الخطاب النابية سيهات، الدمام 32471,800 244 4444,https://www.al-dawaa.com/,3.7,سيهات,المنطقة الشرقية,26.470808,50.005736,"https://www.google.com/maps/place/%D8%B5%D9%8A%D8%AF%D9%84%D9%8A%D8%A9+%D8%A7%D9%84%D8%AF%D9%88%D8%A7%D8%A1%E2%80%AD/@26.470808,50.005736,17z/data=!3m1!4b1!4m6!3m5!1s0x3e360104aa6f5cab:0xacf4eab5522c85d1!8m2!3d26.470808!4d50.005736!16s%2Fg%2F11ktvlw1l6?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
صيدلية اكسير Exceer Pharmacy 9,N/A,F2JR+HG5، Ibn Khaldun، النور، سيهات‎ 32452,9200 04034,https://exceeronline.com/ar,4.3,سيهات,المنطقة الشرقية,26.4813875,50.0413594,"https://www.google.com/maps/place/%D8%B5%D9%8A%D8%AF%D9%84%D9%8A%D8%A9+%D8%A7%D9%83%D8%B3%D9%8A%D8%B1+Exceer+Pharmacy+9%E2%80%AD/@26.4813875,50.0413594,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff2de808966d:0xc78538b2824565fc!8m2!3d26.4813875!4d50.0413594!16s%2Fg%2F11y2dn6qss?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
صيدلية النهدي,N/A,"8815 Khaleej Rd, قرطبة، 2843, سيهات‎",9200 24673,https://www.nahdionline.com/,4.4,سيهات,المنطقة الشرقية,26.5048896,50.0368999,"https://www.google.com/maps/place/%D8%B5%D9%8A%D8%AF%D9%84%D9%8A%D8%A9+%D8%A7%D9%84%D9%86%D9%87%D8%AF%D9%8A%E2%80%AD/@26.5048896,50.0368999,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff9686364bb3:0xc14405c9f3169cb1!8m2!3d26.5048896!4d50.0368999!16s%2Fg%2F11rx4m3ddg?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
صيدلية اكسير Exceer Pharmacy 11,N/A,المنتزه، سيهات‎ 32452,9200 04034,https://exceeronline.com/ar,4.3,سيهات,المنطقة الشرقية,26.4811139,50.0456054,"https://www.google.com/maps/place/%D8%B5%D9%8A%D8%AF%D9%84%D9%8A%D8%A9+%D8%A7%D9%83%D8%B3%D9%8A%D8%B1+Exceer+Pharmacy+11%E2%80%AD/@26.4811139,50.0456054,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff915ab46f75:0x21da7da0cd857515!8m2!3d26.4811139!4d50.0456054!16s%2Fg%2F11lckf1xg4?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
صيدلية المتحدة,N/A,الكوثر، EMGB7903، 2224، سيهات‎ 32431,N/A,N/A,4.6,سيهات,المنطقة الشرقية,26.4797222,50.0553333,"https://www.google.com/maps/place/%D8%B5%D9%8A%D8%AF%D9%84%D9%8A%D8%A9+%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%AF%D8%A9%E2%80%AD/@26.4797222,50.0553333,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff002bf993ef:0xa02799e9e4fa1079!8m2!3d26.4797222!4d50.0553333!16s%2Fg%2F11xzrs3r16?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
NMA,N/A,"Khaleej Rd, الكوثر، سيهات‎ 32431",N/A,https://nmastores.com/,3.8,سيهات,المنطقة الشرقية,26.4820755,50.0542801,"https://www.google.com/maps/place/NMA/@26.4820755,50.0542801,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff876ad8b96d:0x65cb77cf37051f64!8m2!3d26.4820755!4d50.0542801!16s%2Fg%2F11ydb9gw92?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مجمع المدلوح الطبي,N/A,EMGA7690، شارع عبدالله بن ربيعة، 4371، الفردوس، سيهات‎ 32434,9200 14603,http://madlouh.com.sa/,3.4,سيهات,المنطقة الشرقية,26.4748657,50.044343,"https://www.google.com/maps/place/%D9%85%D8%AC%D9%85%D8%B9+%D8%A7%D9%84%D9%85%D8%AF%D9%84%D9%88%D8%AD+%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%E2%80%AD/@26.4748657,50.044343,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fe41f66b1315:0x261a9919758f85f0!8m2!3d26.4748657!4d50.044343!16s%2Fg%2F1wcxbkkl?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
Gozl Pharmacy Sihat Branch,N/A,3542 طريق الملك عبدالعزيز، الزهور، سيهات‎ 32437,013 830 0899,N/A,2.4,سيهات,المنطقة الشرقية,26.4653048,50.0350991,"https://www.google.com/maps/place/Gozl+Pharmacy+Sihat+Branch/@26.4653048,50.0350991,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fe139a9853d5:0x558f10ea7cd905aa!8m2!3d26.4653048!4d50.0350991!16s%2Fg%2F11c560ygbl?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مجمع الدر الطبي التخصصي,N/A,EMMB4146، طريق الخليج، الغدير، سيهات‎ 32451,9200 13045,https://www.aldorrmed.com/,4.8,سيهات,المنطقة الشرقية,26.4878731,50.0501484,"https://www.google.com/maps/place/%D9%85%D8%AC%D9%85%D8%B9+%D8%A7%D9%84%D8%AF%D8%B1+%D8%A7%D9%84%D8%B7%D8%A8%D9%8A+%D8%A7%D9%84%D8%AA%D8%AE%D8%B5%D8%B5%D9%8A%E2%80%AD/@26.4878731,50.0501484,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ffd4af0c3ae7:0xba536fbe0e1c23be!8m2!3d26.4878731!4d50.0501484!16s%2Fg%2F11rf8vs1_g?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مركز صحي سيهات ٢,N/A,شارع عمر بن عبدالعزيز، النور، سيهات‎ 32452,013 856 1830,N/A,3.8,سيهات,المنطقة الشرقية,26.4806992,50.0418864,"https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%B5%D8%AD%D9%8A+%D8%B3%D9%8A%D9%87%D8%A7%D8%AA+%D9%A2%E2%80%AD/@26.4806992,50.0418864,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fe465570c381:0x6fe4bbad77d9af30!8m2!3d26.4806992!4d50.0418864!16s%2Fg%2F12hm4fblh?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مستشفى الصادق,N/A,شارع أبو موسى الأنصاري، النور، سيهات‎ 32452,013 850 0160,http://www.alsadiqhospital.com/,2.7,سيهات,المنطقة الشرقية,26.4893564,50.0399924,"https://www.google.com/maps/place/%D9%85%D8%B3%D8%AA%D8%B4%D9%81%D9%89+%D8%A7%D9%84%D8%B5%D8%A7%D8%AF%D9%82%E2%80%AD/@26.4893564,50.0399924,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fe4a64e3a1c7:0xbf6b66f609ed8698!8m2!3d26.4893564!4d50.0399924!16s%2Fg%2F1thtbm0c?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مجمع الربان الطبي,N/A,7315 أبو النصر الحسيني، الفردوس، سيهات‎ 32434,013 838 7401,https://www.instagram.com/rubbanmedical?igsh=MXF0OWloOXdzeGx3MQ==,3.1,سيهات,المنطقة الشرقية,26.4717076,50.0466034,"https://www.google.com/maps/place/%D9%85%D8%AC%D9%85%D8%B9+%D8%A7%D9%84%D8%B1%D8%A8%D8%A7%D9%86+%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%E2%80%AD/@26.4717076,50.0466034,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fe691b2d1f05:0x32ebb643ff36701e!8m2!3d26.4717076!4d50.0466034!16s%2Fg%2F1hm5x4kz5?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مجمع فراشة الحياة الطبي,N/A,"8201-8221 Khaleej Rd, الكوثر، First Floor, سيهات‎ 32431",056 522 4911,N/A,4.5,سيهات,المنطقة الشرقية,26.4823806,50.0543493,"https://www.google.com/maps/place/%D9%85%D8%AC%D9%85%D8%B9+%D9%81%D8%B1%D8%A7%D8%B4%D8%A9+%D8%A7%D9%84%D8%AD%D9%8A%D8%A7%D8%A9+%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%E2%80%AD/@26.4823806,50.0543493,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fe5bf928a289:0x6b517a49acc1f5b1!8m2!3d26.4823806!4d50.0543493!16s%2Fg%2F11c1n4_xg6?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مجمع تبسم بلس الطبي,N/A,"حي, شارع عمر بن عبدالعزيز، الزهور، سيهات‎ 32437",055 668 6180,http://tabassemplus.com/,4.7,سيهات,المنطقة الشرقية,26.4696105,50.0456228,"https://www.google.com/maps/place/%D9%85%D8%AC%D9%85%D8%B9+%D8%AA%D8%A8%D8%B3%D9%85+%D8%A8%D9%84%D8%B3+%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%E2%80%AD/@26.4696105,50.0456228,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ffab5918e71b:0xc60281385b14bb60!8m2!3d26.4696105!4d50.0456228!16s%2Fg%2F11t6y_m1_8?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
Padi Clinic| عيادات بداية الطفل لطب أسنان الأطفال - سيهات,N/A,الخليج، سيهات‎ 32451,050 116 3444,https://instagram.com/padiclinic?igshid=130cle6j9j4jl,4.5,سيهات,المنطقة الشرقية,26.4867607,50.0511421,"https://www.google.com/maps/place/Padi+Clinic%7C+%D8%B9%D9%8A%D8%A7%D8%AF%D8%A7%D8%AA+%D8%A8%D8%AF%D8%A7%D9%8A%D8%A9+%D8%A7%D9%84%D8%B7%D9%81%D9%84+%D9%84%D8%B7%D8%A8+%D8%A3%D8%B3%D9%86%D8%A7%D9%86+%D8%A7%D9%84%D8%A3%D8%B7%D9%81%D8%A7%D9%84+-+%D8%B3%D9%8A%D9%87%D8%A7%D8%AA%E2%80%AD/@26.4867607,50.0511421,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fff601d08615:0xc95d43ad95182412!8m2!3d26.4867607!4d50.0511421!16s%2Fg%2F11fp0qpqxs?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مركز صحي سيهات 1,N/A,7980 شارع ٥ (أ)، قرطبة، سيهات‎ 32453,013 850 3021,http://www.moh.gov.sa/,4.2,سيهات,المنطقة الشرقية,26.49733,50.03694,"https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%B5%D8%AD%D9%8A+%D8%B3%D9%8A%D9%87%D8%A7%D8%AA+1%E2%80%AD/@26.49733,50.03694,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ffc9a1c5355d:0x9ae5c79f6d807ab5!8m2!3d26.49733!4d50.03694!16s%2Fg%2F1pp2tzf5b?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مركز صحي سيهات الثالث,N/A,4844 شارع أحمد شوقي، غرناطة، سيهات‎ 32434,013 850 0509,http://www.moh.gov.sa/,3.5,سيهات,المنطقة الشرقية,26.4778487,50.0489674,"https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%B5%D8%AD%D9%8A+%D8%B3%D9%8A%D9%87%D8%A7%D8%AA+%D8%A7%D9%84%D8%AB%D8%A7%D9%84%D8%AB%E2%80%AD/@26.4778487,50.0489674,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fe42d79c8bcd:0xcd9467e9ae20e4e9!8m2!3d26.4778487!4d50.0489674!16s%2Fg%2F11c70053hg?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مستوصف المحدود,N/A,F2WP+XV2، قرطبة، سيهات‎ 32453,N/A,N/A,2.5,سيهات,المنطقة الشرقية,26.4973961,50.0371292,"https://www.google.com/maps/place/%D9%85%D8%B3%D8%AA%D9%88%D8%B5%D9%81+%D8%A7%D9%84%D9%85%D8%AD%D8%AF%D9%88%D8%AF%E2%80%AD/@26.4973961,50.0371292,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ffc9a21296d5:0x214e34e29b5b244e!8m2!3d26.4973961!4d50.0371292!16s%2Fg%2F11gfk1hy2m?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مركز داركوف للتأهيل الطبي,N/A,"3439 شارع أبو موسى الأنصاري، المنتزه، Unit 1, سيهات‎ 32452",9200 11864,N/A,4.5,سيهات,المنطقة الشرقية,N/A,N/A,https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%AF%D8%A7%D8%B1%D9%83%D9%88%D9%81+%D9%84%D9%84%D8%AA%D8%A3%D9%87%D9%8A%D9%84+%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x3e49fe4b201b7649:0x56c9a9c674ec49fb!8m2!3d26.4912352!4d50.0423461!16s%2Fg%2F12cphkwk2!19sChIJSXYbIEv-ST4R-0nsdMapyVY?authuser=0&hl=ar&rclk=1
عيادات هلثمي HealthMy,N/A,2141، الكوثر، 8210 14 ا، 2141، سيهات‎ 32431,013 850 5999,N/A,3.5,سيهات,المنطقة الشرقية,26.4825577,50.054617,"https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A7%D8%AA+%D9%87%D9%84%D8%AB%D9%85%D9%8A+HealthMy%E2%80%AD/@26.4825577,50.054617,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fffb7d64f8d9:0x656d9f2bf2bd3208!8m2!3d26.4825577!4d50.054617!16s%2Fg%2F11gxwrwbrs?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
المهيدب لطب الأسنان المحمدية,N/A,"9026-8988 Khaleej Rd, المحمدية، سيهات‎ 32433",055 504 1061,https://almuhaidibclinics.com/out/contact,4.3,سيهات,المنطقة الشرقية,26.4647426,50.0611142,"https://www.google.com/maps/place/%D8%A7%D9%84%D9%85%D9%87%D9%8A%D8%AF%D8%A8+%D9%84%D8%B7%D8%A8+%D8%A7%D9%84%D8%A3%D8%B3%D9%86%D8%A7%D9%86+%D8%A7%D9%84%D9%85%D8%AD%D9%85%D8%AF%D9%8A%D8%A9%E2%80%AD/@26.4647426,50.0611142,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff18443b8901:0x1fd0371935e875a1!8m2!3d26.4647426!4d50.0611142!16s%2Fg%2F11pcrvqm_m?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
منتجع ريف ورد,N/A,F2M7+J92، سيهات‎ 32462,050 177 0263,https://www.instagram.com/reef.ward,3.6,سيهات,المنطقة الشرقية,26.4840047,50.0133863,"https://www.google.com/maps/place/%D9%85%D9%86%D8%AA%D8%AC%D8%B9+%D8%B1%D9%8A%D9%81+%D9%88%D8%B1%D8%AF%E2%80%AD/@26.4840047,50.0133863,17z/data=!3m1!4b1!4m6!3m5!1s0x3e3601cca266db95:0x406ed5138dfd9bab!8m2!3d26.4840047!4d50.0133863!16s%2Fg%2F11h78ytct_?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مجمع الربان - حي الفردوس,N/A,7315 أبو النصر الحسيني، 4602، الفردوس، 4602، سيهات‎ 32434,013 837 6325,http://rubbanmedical.com/,3.9,سيهات,المنطقة الشرقية,26.4717445,50.046504,"https://www.google.com/maps/place/%D9%85%D8%AC%D9%85%D8%B9+%D8%A7%D9%84%D8%B1%D8%A8%D8%A7%D9%86+-+%D8%AD%D9%8A+%D8%A7%D9%84%D9%81%D8%B1%D8%AF%D9%88%D8%B3%E2%80%AD/@26.4717445,50.046504,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fe69059314dd:0x782dfbd93cbb5ea3!8m2!3d26.4717445!4d50.046504!16s%2Fg%2F11c54n7vnw?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
المرجع | AlMarjea,N/A,حي، الفردوس، سيهات‎ 32434,056 418 7767,N/A,4.2,سيهات,المنطقة الشرقية,26.4745303,50.0445686,"https://www.google.com/maps/place/%D8%A7%D9%84%D9%85%D8%B1%D8%AC%D8%B9+%7C+AlMarjea%E2%80%AD/@26.4745303,50.0445686,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fe69fefe7a05:0x388b499da1d77dcd!8m2!3d26.4745303!4d50.0445686!16s%2Fg%2F11f4t_h1m1?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
أسواق المنتزه,N/A,ابن السباعي، النور، سيهات‎ 32452,055 200 0536,https://muntazah.com/,4.2,سيهات,المنطقة الشرقية,26.4888398,50.0406338,"https://www.google.com/maps/place/%D8%A3%D8%B3%D9%88%D8%A7%D9%82+%D8%A7%D9%84%D9%85%D9%86%D8%AA%D8%B2%D9%87%E2%80%AD/@26.4888398,50.0406338,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fe4a6b8eb729:0x92eb4b8d247cab84!8m2!3d26.4888398!4d50.0406338!16s%2Fg%2F1q6qcxn7g?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
أسواق المنتزه | Muntazah Markets,N/A,"Khaleej Rd, غرناطة، سيهات‎ 32434",055 200 0536,https://www.muntazah.com/,4.2,سيهات,المنطقة الشرقية,26.475649,50.0562114,"https://www.google.com/maps/place/%D8%A3%D8%B3%D9%88%D8%A7%D9%82+%D8%A7%D9%84%D9%85%D9%86%D8%AA%D8%B2%D9%87+%7C+Muntazah+Markets%E2%80%AD/@26.475649,50.0562114,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff1b0739a565:0xf4fb4616e7be2401!8m2!3d26.475649!4d50.0562114!16s%2Fg%2F11k2wdvg75?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
