name_ar,category,full_address,phone_number,website,rating,plus_code,opening_times,opening_status,price_range,city_ar,region_ar,latitude,longitude,google_maps_url
مجالات التميز للاستقدام,جهة توظيف,"Dist, 2884 طريق الملك عبدالعزيز، المنتزه، سيهات‎ 32452",058 364 6339,N/A,4.2,F2RP+VW,"{""الأحد"": ""١٠:٠٠ص–١١:٣٠م""}",مفتوح · يغلق عند الساعة ١١:٣٠ م,N/A,سيهات,المنطقة الشرقية,26.4921938,50.0373285,"https://www.google.com/maps/place/%D9%85%D8%AC%D8%A7%D9%84%D8%A7%D8%AA+%D8%A7%D9%84%D8%AA%D9%85%D9%8A%D8%B2+%D9%84%D9%84%D8%A7%D8%B3%D8%AA%D9%82%D8%AF%D8%A7%D9%85%E2%80%AD/@26.4921938,50.0373285,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ffe29a8f25dd:0xe4751a079d3d6c37!8m2!3d26.4921938!4d50.0373285!16s%2Fg%2F11yrhwp40y?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مكتب بحار العالم للاسقدام,جهة توظيف,عمر بن عبد العزيز، حي النور، سيهات‎ 32452,050 561 0083,N/A,4.7,F2MR+R2,"{""الأحد"": ""١٠:٣٠ص–٢:٠٠م٧:٠٠–٩:٣٠م""}",سيغلق قريبًا · عند الساعة ٢ م · يفتح مجددًا عند الساعة ٧ م,N/A,سيهات,المنطقة الشرقية,26.4845699,50.0400132,"https://www.google.com/maps/place/%D9%85%D9%83%D8%AA%D8%A8+%D8%A8%D8%AD%D8%A7%D8%B1+%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85+%D9%84%D9%84%D8%A7%D8%B3%D9%82%D8%AF%D8%A7%D9%85%E2%80%AD/@26.4845699,50.0400132,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff826c065731:0x377697179806ef!8m2!3d26.4845699!4d50.0400132!16s%2Fg%2F11fjyx7dkh?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مكتب زكي الخليفة للاستقدام Zaki Alkhalifa Recruitment Office,جهة توظيف,شارع عمر بن عبدالعزيز، الديرة، سيهات‎ 31972,050 830 0554,N/A,3.9,F2PQ+W9,"{""الأحد"": ""٩:٠٠ص–١٢:٠٠م٤:٠٠–٩:٠٠م""}",مغلق · يفتح عند الساعة ٤ م,N/A,سيهات,المنطقة الشرقية,26.4873695,50.0384139,"https://www.google.com/maps/place/%D9%85%D9%83%D8%AA%D8%A8+%D8%B2%D9%83%D9%8A+%D8%A7%D9%84%D8%AE%D9%84%D9%8A%D9%81%D8%A9+%D9%84%D9%84%D8%A7%D8%B3%D8%AA%D9%82%D8%AF%D8%A7%D9%85+Zaki+Alkhalifa+Recruitment+Office%E2%80%AD/@26.4873695,50.0384139,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fe35e8a21bb7:0xd5ac37f7193bb2e3!8m2!3d26.4873695!4d50.0384139!16s%2Fg%2F11c20971wl?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
شركة التهذيب للخدمات التعليمية,مؤسسة تعليمية,"Khaleej Rd, غرناطة، سيهات‎ 32434",013 333 6289,https://al-tahtheeb.com/,4.7,F3C4+PW,"{""الأحد"": ""٨:٠٠ص–٤:٠٠م""}",مفتوح · يغلق عند الساعة ٤ م,N/A,سيهات,المنطقة الشرقية,26.4718584,50.0573125,"https://www.google.com/maps/place/%D8%B4%D8%B1%D9%83%D8%A9+%D8%A7%D9%84%D8%AA%D9%87%D8%B0%D9%8A%D8%A8+%D9%84%D9%84%D8%AE%D8%AF%D9%85%D8%A7%D8%AA+%D8%A7%D9%84%D8%AA%D8%B9%D9%84%D9%8A%D9%85%D9%8A%D8%A9%E2%80%AD/@26.4718584,50.0573125,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ffbbda8b510d:0xf22e3496cd0c54f6!8m2!3d26.4718584!4d50.0573125!16s%2Fg%2F11qqwtbtky?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
شركة التهذيب للخدمات التعليمية,مؤسسة تعليمية,"Khaleej Rd, غرناطة، سيهات‎ 32434",013 333 6289,https://al-tahtheeb.com/,4.7,F3C4+PW,"{""الأحد"": ""٨:٠٠ص–٤:٠٠م""}",مفتوح · يغلق عند الساعة ٤ م,N/A,سيهات,المنطقة الشرقية,26.4718584,50.0573125,"https://www.google.com/maps/place/%D8%B4%D8%B1%D9%83%D8%A9+%D8%A7%D9%84%D8%AA%D9%87%D8%B0%D9%8A%D8%A8+%D9%84%D9%84%D8%AE%D8%AF%D9%85%D8%A7%D8%AA+%D8%A7%D9%84%D8%AA%D8%B9%D9%84%D9%8A%D9%85%D9%8A%D8%A9%E2%80%AD/@26.4718584,50.0573125,16z/data=!3m1!4b1!4m6!3m5!1s0x3e49ffbbda8b510d:0xf22e3496cd0c54f6!8m2!3d26.4718584!4d50.0573125!16s%2Fg%2F11qqwtbtky?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
Al Mutawa Group,المقاول,2698 - Al Khisab Dist SAYHAT - 32452 -7037، سيهات‎ 32452,013 856 1169,N/A,4.3,F2QP+G5,"{""الأحد"": ""٧:٠٠ص–٤:٠٠م""}",مفتوح · يغلق عند الساعة ٤ م,N/A,سيهات,المنطقة الشرقية,26.4888221,50.0354906,"https://www.google.com/maps/place/Al+Mutawa+Group/@26.4888221,50.0354906,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fe34f3d4de01:0xab56b7c0a13e8928!8m2!3d26.4888221!4d50.0354906!16s%2Fg%2F119wqbrbs?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
شركة الموسوي للتجارة و المقاولات,مكتب الشركات,4649 الخامس عشر،، 8344، غرناطة، 8344، سيهات‎ 32434,013 850 7799,N/A,3.8,F2JW+9Q,"{""الأحد"": ""٨:٠٠ص–٣:٠٠م""}",مفتوح · يغلق عند الساعة ٣ م,N/A,سيهات,المنطقة الشرقية,26.4809949,50.0469665,"https://www.google.com/maps/place/%D8%B4%D8%B1%D9%83%D8%A9+%D8%A7%D9%84%D9%85%D9%88%D8%B3%D9%88%D9%8A+%D9%84%D9%84%D8%AA%D8%AC%D8%A7%D8%B1%D8%A9+%D9%88+%D8%A7%D9%84%D9%85%D9%82%D8%A7%D9%88%D9%84%D8%A7%D8%AA%E2%80%AD/@26.4809949,50.0469665,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff394c3447b3:0x8dcb51fbacb9f569!8m2!3d26.4809949!4d50.0469665!16s%2Fg%2F11gdqtlqhn?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
شركة التوكيلات لخدمات السيارات,تصليح سيارات,الشارع الخامس عشر، الصناعية، سيهات‎ 32471,054 550 8181,https://agenciescenter.com/,4.2,F278+X7,"{""الأحد"": ""٨:٠٠ص–١٢:٠٠م١:٠٠–٧:٠٠م""}",مفتوح · يغلق عند الساعة ٧ م,N/A,سيهات,المنطقة الشرقية,26.4649429,50.0157089,"https://www.google.com/maps/place/%D8%B4%D8%B1%D9%83%D8%A9+%D8%A7%D9%84%D8%AA%D9%88%D9%83%D9%8A%D9%84%D8%A7%D8%AA+%D9%84%D8%AE%D8%AF%D9%85%D8%A7%D8%AA+%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%B1%D8%A7%D8%AA%E2%80%AD/@26.4649429,50.0157089,17z/data=!3m1!4b1!4m6!3m5!1s0x3e3601de2f011a09:0xfe87ae7c5dc0d45d!8m2!3d26.4649429!4d50.0157089!16s%2Fg%2F11cltg6pzd?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
الكوثر للمياه,مورّد زجاجات المياه,شركة الكوثر العذبة لتعبئة المياه، الصناعية، سيهات‎ 32471,054 183 2495,https://alkawther-ksa.com/,4.6,F275+FQ,"{""الأحد"": ""٧:٠٠ص–٤:٠٠م""}",مفتوح · يغلق عند الساعة ٤ م,N/A,سيهات,المنطقة الشرقية,26.4637374,50.0093803,"https://www.google.com/maps/place/%D8%A7%D9%84%D9%83%D9%88%D8%AB%D8%B1+%D9%84%D9%84%D9%85%D9%8A%D8%A7%D9%87%E2%80%AD/@26.4637374,50.0093803,17z/data=!3m1!4b1!4m6!3m5!1s0x3e3601dcca334bdd:0xb1bf155dbfdeec7a!8m2!3d26.4637374!4d50.0093803!16s%2Fg%2F11ckky5627?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
الشركة الوطنية المتحدة للألبان,مكتب الشركات,F2R5+233، سيهات‎ 32462,013 518 1600,N/A,4.2,F2R5+233,"{""الأحد"": ""٧:١٥ص–٦:٣٠م""}",مفتوح · يغلق عند الساعة ٦:٣٠ م,N/A,سيهات,المنطقة الشرقية,26.490022,50.0076815,"https://www.google.com/maps/place/%D8%A7%D9%84%D8%B4%D8%B1%D9%83%D8%A9+%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A%D8%A9+%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%AF%D8%A9+%D9%84%D9%84%D8%A3%D9%84%D8%A8%D8%A7%D9%86%E2%80%AD/@26.490022,50.0076815,17z/data=!3m1!4b1!4m6!3m5!1s0x3e36003016343385:0x7cb0744add8f2d5a!8m2!3d26.490022!4d50.0076815!16s%2Fg%2F11fzz72ww9?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
شركة اهرام الجزيرة التجارية,مستودع,طريق الظهران الجبيل السريع، الصناعية، سيهات‎ 32471,059 900 9170,N/A,4.9,F2C7+2R,"{""الأحد"": ""٧:٠٠ص–٥:٠٠م""}",مفتوح · يغلق عند الساعة ٥ م,N/A,سيهات,المنطقة الشرقية,26.4700648,50.0145253,"https://www.google.com/maps/place/%D8%B4%D8%B1%D9%83%D8%A9+%D8%A7%D9%87%D8%B1%D8%A7%D9%85+%D8%A7%D9%84%D8%AC%D8%B2%D9%8A%D8%B1%D8%A9+%D8%A7%D9%84%D8%AA%D8%AC%D8%A7%D8%B1%D9%8A%D8%A9%E2%80%AD/@26.4700648,50.0145253,17z/data=!3m1!4b1!4m6!3m5!1s0x3e36012f852ea401:0x2fca81bb0ecbdc82!8m2!3d26.4700648!4d50.0145253!16s%2Fg%2F11kbfppy43?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
المصنع الوطني للمخابز والأغذية - المطرود,مخبز لبيع الجملة,سيهات‎ 32462,013 518 1600,N/A,4.3,F2R5+44,"{""الأحد"": ""٧:٠٠ص–١١:٠٠م""}",مفتوح · يغلق عند الساعة ١١ م,N/A,سيهات,المنطقة الشرقية,26.4902735,50.0078297,"https://www.google.com/maps/place/%D8%A7%D9%84%D9%85%D8%B5%D9%86%D8%B9+%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A+%D9%84%D9%84%D9%85%D8%AE%D8%A7%D8%A8%D8%B2+%D9%88%D8%A7%D9%84%D8%A3%D8%BA%D8%B0%D9%8A%D8%A9+-+%D8%A7%D9%84%D9%85%D8%B7%D8%B1%D9%88%D8%AF%E2%80%AD/@26.4902735,50.0078297,17z/data=!3m1!4b1!4m6!3m5!1s0x3e3600303d9c26cf:0xf36dfaefcfbdfd1d!8m2!3d26.4902735!4d50.0078297!16s%2Fg%2F11bbsz38_5?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
شركة مصنع المروج للمنظفات السائلة والمطهرات,مصنع,النابية، الصناعية، سيهات‎ 32471،، سيهات‎,050 835 1408,http://cadyclean.com/,5.0,F274+GW,"{""الأحد"": ""٦:٣٠ص–٥:٣٠م""}",مفتوح · يغلق عند الساعة ٥:٣٠ م,N/A,سيهات,المنطقة الشرقية,26.4638233,50.0072896,"https://www.google.com/maps/place/%D8%B4%D8%B1%D9%83%D8%A9+%D9%85%D8%B5%D9%86%D8%B9+%D8%A7%D9%84%D9%85%D8%B1%D9%88%D8%AC+%D9%84%D9%84%D9%85%D9%86%D8%B8%D9%81%D8%A7%D8%AA+%D8%A7%D9%84%D8%B3%D8%A7%D8%A6%D9%84%D8%A9+%D9%88%D8%A7%D9%84%D9%85%D8%B7%D9%87%D8%B1%D8%A7%D8%AA%E2%80%AD/@26.4638233,50.0072896,17z/data=!3m1!4b1!4m6!3m5!1s0x3e3601b39164fe47:0xedd399ec85ceff1d!8m2!3d26.4638233!4d50.0072896!16s%2Fg%2F11g233mgvl?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
شركة النجوم الشرقية فرع سيهات,مورّد المنتجات الغذائية,مجمع الحطيبي، المنتزه، سيهات‎ 32452,013 510 1590,https://www.njoomsa.com/,4.3,F2JW+GG,"{""الأحد"": ""٨:٠٠ص–١٠:٣٠م""}",مفتوح · يغلق عند الساعة ١٠:٣٠ م,N/A,سيهات,المنطقة الشرقية,26.4813744,50.0463205,"https://www.google.com/maps/place/%D8%B4%D8%B1%D9%83%D8%A9+%D8%A7%D9%84%D9%86%D8%AC%D9%88%D9%85+%D8%A7%D9%84%D8%B4%D8%B1%D9%82%D9%8A%D8%A9+%D9%81%D8%B1%D8%B9+%D8%B3%D9%8A%D9%87%D8%A7%D8%AA%E2%80%AD/@26.4813744,50.0463205,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff59aa38f0ef:0x29e90f44f5adf0af!8m2!3d26.4813744!4d50.0463205!16s%2Fg%2F11nb5nh4pt?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
شركة طرق الحرير المحدودة,مكتب الشركات,7267، 4106، الصناعية، سيهات‎ 32471,013 839 0005,N/A,5.0,F286+W2,"{""الأحد"": ""٨:٠٠ص–٥:٠٠م""}",مفتوح · يغلق عند الساعة ٥ م,N/A,سيهات,المنطقة الشرقية,26.4673347,50.0100593,"https://www.google.com/maps/place/%D8%B4%D8%B1%D9%83%D8%A9+%D8%B7%D8%B1%D9%82+%D8%A7%D9%84%D8%AD%D8%B1%D9%8A%D8%B1+%D8%A7%D9%84%D9%85%D8%AD%D8%AF%D9%88%D8%AF%D8%A9%E2%80%AD/@26.4673347,50.0100593,17z/data=!3m1!4b1!4m6!3m5!1s0x3e3601dc98cc5f63:0x16ceb15f90bc1ac1!8m2!3d26.4673347!4d50.0100593!16s%2Fg%2F11hcysxk6v?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
شركة الجنبي والعاشور للمحاماة والاستشارات القانونية والتوثيق,خدمات قانونية,حي، شارع اسحاق النيسابوري، المنتزه، الدور (4، سيهات‎ 32452,057 759 1859,N/A,5.0,F2VV+M8,"{""الأحد"": ""٨:٠٠ص–٤:٠٠م""}",مفتوح · يغلق عند الساعة ٤ م,N/A,سيهات,المنطقة الشرقية,26.4942358,50.043316,"https://www.google.com/maps/place/%D8%B4%D8%B1%D9%83%D8%A9+%D8%A7%D9%84%D8%AC%D9%86%D8%A8%D9%8A+%D9%88%D8%A7%D9%84%D8%B9%D8%A7%D8%B4%D9%88%D8%B1+%D9%84%D9%84%D9%85%D8%AD%D8%A7%D9%85%D8%A7%D8%A9+%D9%88%D8%A7%D9%84%D8%A7%D8%B3%D8%AA%D8%B4%D8%A7%D8%B1%D8%A7%D8%AA+%D8%A7%D9%84%D9%82%D8%A7%D9%86%D9%88%D9%86%D9%8A%D8%A9+%D9%88%D8%A7%D9%84%D8%AA%D9%88%D8%AB%D9%8A%D9%82%E2%80%AD/@26.4942358,50.043316,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff45d4779dd3:0xd872d39d306bfd75!8m2!3d26.4942358!4d50.043316!16s%2Fg%2F11yjg0nfdj?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
شركة المركب الخليجي للتجارة والمقاولات المحدوده Gulf Builder For Trading & Contracting Company Ltd.,خدمة إصلاح المعدات المكتبية,F2W6+W3F، سيهات‎ 32465,013 859 9286,N/A,4.1,F2W6+W3F,"{""الأحد"": ""٧:٣٠ص–٤:٣٠م""}",مفتوح · يغلق عند الساعة ٤:٣٠ م,N/A,سيهات,المنطقة الشرقية,26.4973182,50.0101585,"https://www.google.com/maps/place/%D8%B4%D8%B1%D9%83%D8%A9+%D8%A7%D9%84%D9%85%D8%B1%D9%83%D8%A8+%D8%A7%D9%84%D8%AE%D9%84%D9%8A%D8%AC%D9%8A+%D9%84%D9%84%D8%AA%D8%AC%D8%A7%D8%B1%D8%A9+%D9%88%D8%A7%D9%84%D9%85%D9%82%D8%A7%D9%88%D9%84%D8%A7%D8%AA+%D8%A7%D9%84%D9%85%D8%AD%D8%AF%D9%88%D8%AF%D9%87+Gulf+Builder+For+Trading+%26+Contracting+Company+Ltd.%E2%80%AD/@26.4973182,50.0101585,17z/data=!3m1!4b1!4m6!3m5!1s0x3e360024a6cbca95:0x839eb0f6f9ecbef5!8m2!3d26.4973182!4d50.0101585!16s%2Fg%2F11fxf12xv7?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مقر السالم للنقل والسياحة,شركة الحافلات,3524، سيهات‎ 32461,057 296 5503,N/A,4.6,F2J9+65,N/A,N/A,N/A,سيهات,المنطقة الشرقية,26.4805914,50.0178837,"https://www.google.com/maps/place/%D9%85%D9%82%D8%B1+%D8%A7%D9%84%D8%B3%D8%A7%D9%84%D9%85+%D9%84%D9%84%D9%86%D9%82%D9%84+%D9%88%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%AD%D8%A9%E2%80%AD/@26.4805914,50.0178837,17z/data=!3m1!4b1!4m6!3m5!1s0x3e3601d5ef188181:0x6e919de2619f5380!8m2!3d26.4805914!4d50.0178837!16s%2Fg%2F11c1rt5f2m?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مستودع شركة الشخص,مورّد المنتجات الغذائية,F2J8+HWH، شارع القرين، سيهات‎ 31972,013 850 3722,N/A,4.8,F2J8+HWH,"{""الأحد"": ""٨:٠٠ص–٥:٠٠م""}",مفتوح · يغلق عند الساعة ٥ م,N/A,سيهات,المنطقة الشرقية,26.4814434,50.017353,"https://www.google.com/maps/place/%D9%85%D8%B3%D8%AA%D9%88%D8%AF%D8%B9+%D8%B4%D8%B1%D9%83%D8%A9+%D8%A7%D9%84%D8%B4%D8%AE%D8%B5%E2%80%AD/@26.4814434,50.017353,17z/data=!3m1!4b1!4m6!3m5!1s0x3e3601bf0b24b793:0xb4229ef5f9144e9b!8m2!3d26.4814434!4d50.017353!16s%2Fg%2F11gr60qgl9?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
شركة الشخص التجارية,مورّد المنتجات الغذائية,5055 شارع أبو موسى الأنصاري، 8354، الديرة، سيهات‎ 32461,013 850 0168,N/A,4.2,F2QM+85,"{""الأحد"": ""٨:٠٠ص–٤:٠٠م""}",مفتوح · يغلق عند الساعة ٤ م,N/A,سيهات,المنطقة الشرقية,26.4883465,50.0329757,"https://www.google.com/maps/place/%D8%B4%D8%B1%D9%83%D8%A9+%D8%A7%D9%84%D8%B4%D8%AE%D8%B5+%D8%A7%D9%84%D8%AA%D8%AC%D8%A7%D8%B1%D9%8A%D8%A9%E2%80%AD/@26.4883465,50.0329757,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fe3312ccd087:0xb5e0733f1b87130e!8m2!3d26.4883465!4d50.0329757!16s%2Fg%2F11cn34lm6p?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مجموعة كنز للتجارة والمقاولات,مكتب الشركات,شارع عمر بن الخطاب، النابية، سيهات‎ 32471,055 485 6678,http://www.kanzgroup.com.sa/,4.1,F294+MG,"{""الأحد"": ""٨:٠٠ص–٥:٠٠م""}",مفتوح · يغلق عند الساعة ٥ م,N/A,سيهات,المنطقة الشرقية,26.4691424,50.0062707,"https://www.google.com/maps/place/%D9%85%D8%AC%D9%85%D9%88%D8%B9%D8%A9+%D9%83%D9%86%D8%B2+%D9%84%D9%84%D8%AA%D8%AC%D8%A7%D8%B1%D8%A9+%D9%88%D8%A7%D9%84%D9%85%D9%82%D8%A7%D9%88%D9%84%D8%A7%D8%AA%E2%80%AD/@26.4691424,50.0062707,17z/data=!3m1!4b1!4m6!3m5!1s0x3e3601c508009857:0x5d8db7538f3fd46b!8m2!3d26.4691424!4d50.0062707!16s%2Fg%2F11c30p2cb2?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
الشركة الوطنية المتحدة للسيارات,تاجر سيارات,32471،، سيهات‎,9200 31589,https://www.instagram.com/unmcosa/,4.5,F2H5+J2,"{""الأحد"": ""٩:٠٠ص–١٢:٠٠م٣:٣٠–٩:٠٠م""}",مغلق · يفتح عند الساعة ٣:٣٠ م,N/A,سيهات,المنطقة الشرقية,26.4790903,50.0075016,"https://www.google.com/maps/place/%D8%A7%D9%84%D8%B4%D8%B1%D9%83%D8%A9+%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A%D8%A9+%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%AF%D8%A9+%D9%84%D9%84%D8%B3%D9%8A%D8%A7%D8%B1%D8%A7%D8%AA%E2%80%AD/@26.4790903,50.0075016,17z/data=!3m1!4b1!4m6!3m5!1s0x3e3601cd74111ba7:0x9e59c5f6d986046b!8m2!3d26.4790903!4d50.0075016!16s%2Fg%2F11fy4x6tmc?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
شركة واشكو | WASHCO COMPANY,حداد,"F277+M6Q, سيهات،, الصناعية، الدمام 32471",059 325 2518,N/A,4.4,F277+M6Q,"{""الأحد"": ""٧:٣٠ص–١٢:٠٠م١:٠٠–٤:٣٠م""}",مفتوح · يغلق عند الساعة ٤:٣٠ م,N/A,سيهات,المنطقة الشرقية,26.4642646,50.0130613,"https://www.google.com/maps/place/%D8%B4%D8%B1%D9%83%D8%A9+%D9%88%D8%A7%D8%B4%D9%83%D9%88+%7C+WASHCO+COMPANY%E2%80%AD/@26.4642646,50.0130613,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fb9316df3a49:0xaf5258a800e4d786!8m2!3d26.4642646!4d50.0130613!16s%2Fg%2F11clzr9wn4?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
كامب شركة مسا البيئة للمقاولات سيهات,مجمع سكني,8118، 5061، النقى، 8118، 5061، سيهات‎ 32461,N/A,N/A,4.3,F2PM+75,"{""الأحد"": ""نعمل على مدار 24 ساعة""}",مفتوح على مدار الساعة,N/A,سيهات,المنطقة الشرقية,N/A,N/A,https://www.google.com/maps/place/%D9%83%D8%A7%D9%85%D8%A8+%D8%B4%D8%B1%D9%83%D8%A9+%D9%85%D8%B3%D8%A7+%D8%A7%D9%84%D8%A8%D9%8A%D8%A6%D8%A9+%D9%84%D9%84%D9%85%D9%82%D8%A7%D9%88%D9%84%D8%A7%D8%AA+%D8%B3%D9%8A%D9%87%D8%A7%D8%AA%E2%80%AD/data=!4m7!3m6!1s0x3e49ff46860ab567:0x125e483a0aee3c62!8m2!3d26.4857058!4d50.0329898!16s%2Fg%2F11v6vsv3wn!19sChIJZ7UKhkb_ST4RYjzuCjpIXhI?authuser=0&hl=ar&rclk=1
اللمعة المثالية للنظافة | فرع سيهات,خدمة تنظيف منازل,11، سيهات‎ 32461,050 998 2716,https://perfectshine.sa/,5.0,F2MQ+M2,N/A,N/A,N/A,سيهات,المنطقة الشرقية,26.4842181,50.0375521,"https://www.google.com/maps/place/%D8%A7%D9%84%D9%84%D9%85%D8%B9%D8%A9+%D8%A7%D9%84%D9%85%D8%AB%D8%A7%D9%84%D9%8A%D8%A9+%D9%84%D9%84%D9%86%D8%B8%D8%A7%D9%81%D8%A9+%7C+%D9%81%D8%B1%D8%B9+%D8%B3%D9%8A%D9%87%D8%A7%D8%AA%E2%80%AD/@26.4842181,50.0375521,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff433cc362cd:0x6480925931675d3f!8m2!3d26.4842181!4d50.0375521!16s%2Fg%2F11yl85_9cc?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مؤسســـة إكتـــساب الخـــليج للـــمقاولات العـــامة,مطوّر عقارات,مقابل اشارة السالم، الزهور، 4454 طريق الملك عبدالعزيز حي، سيهات‎ 32437,013 358 2958,N/A,4.3,F29W+M2,"{""الأحد"": ""١٠:٠٠ص–٢:٠٠م٥:٠٠–٩:٠٠م""}",سيغلق قريبًا · عند الساعة ٢ م · يفتح مجددًا عند الساعة ٥ م,N/A,سيهات,المنطقة الشرقية,26.4691506,50.0451014,"https://www.google.com/maps/place/%D9%85%D8%A4%D8%B3%D8%B3%D9%80%D9%80%D9%80%D8%A9+%D8%A5%D9%83%D8%AA%D9%80%D9%80%D9%80%D8%B3%D8%A7%D8%A8+%D8%A7%D9%84%D8%AE%D9%80%D9%80%D9%80%D9%84%D9%8A%D8%AC+%D9%84%D9%84%D9%80%D9%80%D9%80%D9%85%D9%82%D8%A7%D9%88%D9%84%D8%A7%D8%AA+%D8%A7%D9%84%D8%B9%D9%80%D9%80%D9%80%D8%A7%D9%85%D8%A9%E2%80%AD/@26.4691506,50.0451014,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff242af7d83b:0x36220248d16947ce!8m2!3d26.4691506!4d50.0451014!16s%2Fg%2F11pb96q3ww?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
شركة رصد المتحدة للتجارة,تاجر جملة مواد البناء,7021، الصناعية، سيهات‎ 32471 4265،، الدمام 32248,013 839 0255,https://rasdsa.com/,4.9,F276+QF,"{""الأحد"": ""٦:٠٠ص–٥:٠٠م""}",مفتوح · يغلق عند الساعة ٥ م,N/A,سيهات,المنطقة الشرقية,N/A,N/A,https://www.google.com/maps/place/%D8%B4%D8%B1%D9%83%D8%A9+%D8%B1%D8%B5%D8%AF+%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%AF%D8%A9+%D9%84%D9%84%D8%AA%D8%AC%D8%A7%D8%B1%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e3601a848ae7c6b:0xc01edbc953abdea9!8m2!3d26.4644157!4d50.0112215!16s%2Fg%2F11sm6_5r7r!19sChIJa3yuSKgBNj4Rqd6rU8nbHsA?authuser=0&hl=ar&rclk=1
