name_ar,category,full_address,phone_number,website,rating,plus_code,opening_times,opening_status,price_range,city_ar,region_ar,latitude,longitude,google_maps_url
نسختي السريعة My Quick Copy,مكتبة عامة,EMGB5047، اسحق بن عمران، شارع، سيهات‎ 32434,056 688 3435,https://www.instagram.com/myquickcopy?igsh=MTU2ajNlNWhjMm1oOA==,4.4,F3G2+F9,N/A,N/A,N/A,سيهات,المنطقة الشرقية,26.4762455,50.0509935,"https://www.google.com/maps/place/%D9%86%D8%B3%D8%AE%D8%AA%D9%8A+%D8%A7%D9%84%D8%B3%D8%B1%D9%8A%D8%B9%D8%A9+My+Quick+Copy%E2%80%AD/@26.4762455,50.0509935,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff3882d28415:0x1b97f2e18b064855!8m2!3d26.4762455!4d50.0509935!16s%2Fg%2F11t16zy2tw?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مكتبة نور الشرق للنسخ والتصوير,منفذ بيع بالتجزئة,طريق الملك عبدالعزيز، المنتزه، سيهات‎ 32452,056 991 0986,N/A,4.8,F2VP+3M,"{""الأحد"": ""٨:٣٠ص–١٢:٠٠ص""}",مفتوح · يغلق عند الساعة ١٢ ص,N/A,سيهات,المنطقة الشرقية,26.4926279,50.0366627,"https://www.google.com/maps/place/%D9%85%D9%83%D8%AA%D8%A8%D8%A9+%D9%86%D9%88%D8%B1+%D8%A7%D9%84%D8%B4%D8%B1%D9%82+%D9%84%D9%84%D9%86%D8%B3%D8%AE+%D9%88%D8%A7%D9%84%D8%AA%D8%B5%D9%88%D9%8A%D8%B1%E2%80%AD/@26.4926279,50.0366627,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ffb13cc5a111:0xded2c91cc798f6e3!8m2!3d26.4926279!4d50.0366627!16s%2Fg%2F11w7bvx1s6?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مكتبة نقش - نادي كتاب الطفل,متجر كتب,ابن المستوفي، الديرة، سيهات‎ 32461,056 766 3597,http://naqshbook.com/,4.7,F2PM+PF,"{""الأحد"": ""٤:٠٠–٨:٠٠م""}",سيفتح قريبًا · عند الساعة ٤ م,N/A,سيهات,المنطقة الشرقية,26.4868388,50.0337355,"https://www.google.com/maps/place/%D9%85%D9%83%D8%AA%D8%A8%D8%A9+%D9%86%D9%82%D8%B4+-+%D9%86%D8%A7%D8%AF%D9%8A+%D9%83%D8%AA%D8%A7%D8%A8+%D8%A7%D9%84%D8%B7%D9%81%D9%84%E2%80%AD/@26.4868388,50.0337355,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fe338fba887d:0x308a4077cb1150d9!8m2!3d26.4868388!4d50.0337355!16s%2Fg%2F11cs2wkktb?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
قرطاسية ديوان الحكمة,متجر أدوات مكتبية,الشارع الخامس عشر، غرناطة، سيهات‎ 32434,056 532 9302,N/A,5.0,F2JW+CR,"{""الأحد"": ""٩:٠٠–١١:٣٠ص٣:٣٠–١١:٠٠م""}",مفتوح · يغلق عند الساعة ١١ م,N/A,سيهات,المنطقة الشرقية,26.4810197,50.0470515,"https://www.google.com/maps/place/%D9%82%D8%B1%D8%B7%D8%A7%D8%B3%D9%8A%D8%A9+%D8%AF%D9%8A%D9%88%D8%A7%D9%86+%D8%A7%D9%84%D8%AD%D9%83%D9%85%D8%A9%E2%80%AD/@26.4810197,50.0470515,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff689a8f1afb:0x77586a7fbe3c9fe9!8m2!3d26.4810197!4d50.0470515!16s%2Fg%2F11mlcjbqsw?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
قرطاسية اوراق ملونة,متجر أدوات مكتبية,6987 طريق الملك عبدالعزيز، 6987، الزهور،، 4308 طريق الملك عبدالعزيز،، سيهات‎ 32437,054 383 6675,N/A,4.4,F29V+9C,"{""الأحد"": ""٤:٠٠–١١:٠٠م""}",سيفتح قريبًا · عند الساعة ٤ م,N/A,سيهات,المنطقة الشرقية,26.4684583,50.0435103,"https://www.google.com/maps/place/%D9%82%D8%B1%D8%B7%D8%A7%D8%B3%D9%8A%D8%A9+%D8%A7%D9%88%D8%B1%D8%A7%D9%82+%D9%85%D9%84%D9%88%D9%86%D8%A9%E2%80%AD/@26.4684583,50.0435103,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fe6c05f5e8a3:0x39d24d45109219b3!8m2!3d26.4684583!4d50.0435103!16s%2Fg%2F11dftbll25?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مكتبة الانوار,متجر كتب,"F2PQ+52J حي, الديرة، سيهات‎ 32461",N/A,N/A,5.0,F2PQ+52J,N/A,N/A,N/A,سيهات,المنطقة الشرقية,26.485454,50.0375209,"https://www.google.com/maps/place/%D9%85%D9%83%D8%AA%D8%A8%D8%A9+%D8%A7%D9%84%D8%A7%D9%86%D9%88%D8%A7%D8%B1%E2%80%AD/@26.485454,50.0375209,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff0005850c51:0x32ef80e02f5a411e!8m2!3d26.485454!4d50.0375209!16s%2Fg%2F11y_s18w41?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مكتبه الواجهه المتميزه للنسخ والتصوير,تصوير,النابية، سيهات‎ 12444,N/A,N/A,5.0,F2F4+JM,"{""الأحد"": ""٧:٣٠ص–٧:٣٠م""}",مفتوح · يغلق عند الساعة ٧:٣٠ م,N/A,سيهات,المنطقة الشرقية,26.4740175,50.0066877,"https://www.google.com/maps/place/%D9%85%D9%83%D8%AA%D8%A8%D9%87+%D8%A7%D9%84%D9%88%D8%A7%D8%AC%D9%87%D9%87+%D8%A7%D9%84%D9%85%D8%AA%D9%85%D9%8A%D8%B2%D9%87+%D9%84%D9%84%D9%86%D8%B3%D8%AE+%D9%88%D8%A7%D9%84%D8%AA%D8%B5%D9%88%D9%8A%D8%B1%E2%80%AD/@26.4740175,50.0066877,17z/data=!3m1!4b1!4m6!3m5!1s0x3e3601163f97e54f:0x2d70bcc653b0d2d1!8m2!3d26.4740175!4d50.0066877!16s%2Fg%2F11x0yx49l7?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
قرطاسية المعرفة,تاجر جملة,F2H3+3GR، النابية، سيهات‎ 32471,053 737 7431,N/A,4.6,F2H3+3GR,"{""الأحد"": ""٦:٣٠ص–١٢:٣٢ص""}",مفتوح · يغلق عند الساعة ١٢:٣٢ ص,N/A,سيهات,المنطقة الشرقية,26.4777494,50.0037625,"https://www.google.com/maps/place/%D9%82%D8%B1%D8%B7%D8%A7%D8%B3%D9%8A%D8%A9+%D8%A7%D9%84%D9%85%D8%B9%D8%B1%D9%81%D8%A9%E2%80%AD/@26.4777494,50.0037625,17z/data=!3m1!4b1!4m6!3m5!1s0x3e3601002c9a6f4f:0x2ee51e7c75c320e0!8m2!3d26.4777494!4d50.0037625!16s%2Fg%2F11mcrqdsz4?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
Happiness Colors,متجر مستلزمات فنية,شارع عمر بن عبدالعزيز، النور، سيهات‎ 32452,050 956 8498,http://happiness-colors.sa/,4.4,F2MR+R2,"{""الأحد"": ""٢:٣٠–٧:٣٠م""}",مفتوح · يغلق عند الساعة ٧:٣٠ م,N/A,سيهات,المنطقة الشرقية,26.4845158,50.0400295,"https://www.google.com/maps/place/Happiness+Colors/@26.4845158,50.0400295,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff16b6641575:0xca613a028075d5dc!8m2!3d26.4845158!4d50.0400295!16s%2Fg%2F11h__pjp4j?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
Discovery Town Center,مركز لرعاية الأطفال,"7531 2885 13a, المنتزه، سيهات‎ 32452",054 139 7811,N/A,4.8,F2VP+8X,"{""الأحد"": ""٦:٠٠ص–٥:٠٠م""}",مفتوح · يغلق عند الساعة ٥ م,N/A,سيهات,المنطقة الشرقية,26.4933343,50.0374702,"https://www.google.com/maps/place/Discovery+Town+Center/@26.4933343,50.0374702,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff679ad1a381:0xa162c63d7ae44306!8m2!3d26.4933343!4d50.0374702!16s%2Fg%2F11f9hspwsc?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
قصر الأنيق,متجر ملابس رجالي,شارع عمر بن عبدالعزيز، النور، سيهات‎ 32452,013 856 2273,https://www.elegantpalace.sa/,4.3,F2QQ+6C,"{""الأحد"": ""٩:٠٠–١١:٣٠ص٤:٠٠–١١:٠٠م""}",سيفتح قريبًا · عند الساعة ٤ م,N/A,سيهات,المنطقة الشرقية,26.4880876,50.0385104,"https://www.google.com/maps/place/%D9%82%D8%B5%D8%B1+%D8%A7%D9%84%D8%A3%D9%86%D9%8A%D9%82%E2%80%AD/@26.4880876,50.0385104,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fe35ed2bd1df:0x47d872aa2799965d!8m2!3d26.4880876!4d50.0385104!16s%2Fg%2F1pp2twhqs?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
تاج الأميرة,متجر ملابس,F2PP+98J، الديرة، سيهات‎ 32461,050 888 3209,https://www.instagram.com/tagalameerh2?igsh=MjZmdng1Y2F2M3d4,3.9,F2PP+98J,"{""الأحد"": ""٤:٠٠–١٠:٠٠م""}",سيفتح قريبًا · عند الساعة ٤ م,N/A,سيهات,المنطقة الشرقية,26.4859636,50.0357669,"https://www.google.com/maps/place/%D8%AA%D8%A7%D8%AC+%D8%A7%D9%84%D8%A3%D9%85%D9%8A%D8%B1%D8%A9%E2%80%AD/@26.4859636,50.0357669,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fe34206b8ed5:0x85b1e90b3f934a73!8m2!3d26.4859636!4d50.0357669!16s%2Fg%2F11dxqjcy4k?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
إهداء الجميلة,متجر ملابس أطفال,"شارع ١٢ (أ)، EMMC3810, سيهات‎ 32452",056 453 9673,https://ehdaa-aljamelah.com/,5.0,F2JW+HP,"{""الأحد"": ""٤:٠٠–١٠:٠٠م""}",سيفتح قريبًا · عند الساعة ٤ م,N/A,سيهات,المنطقة الشرقية,26.4813948,50.0468395,"https://www.google.com/maps/place/%D8%A5%D9%87%D8%AF%D8%A7%D8%A1+%D8%A7%D9%84%D8%AC%D9%85%D9%8A%D9%84%D8%A9%E2%80%AD/@26.4813948,50.0468395,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fe44587d4fd1:0x73de30f8b347153e!8m2!3d26.4813948!4d50.0468395!16s%2Fg%2F11f03kkf_b?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
سبورت رد ون Sport RED1,متجر ملابس رياضية,5805 عمر بن عبد العزيز، الديرة، 7720، سيهات‎ 32461,056 149 3653,https://sites.google.com/view/sport-red1/1,4.4,F2JR+W6,N/A,N/A,N/A,سيهات,المنطقة الشرقية,26.4823383,50.0406234,"https://www.google.com/maps/place/%D8%B3%D8%A8%D9%88%D8%B1%D8%AA+%D8%B1%D8%AF+%D9%88%D9%86+Sport+RED1%E2%80%AD/@26.4823383,50.0406234,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff306c16cef9:0x6b06a78dfa965fb3!8m2!3d26.4823383!4d50.0406234!16s%2Fg%2F11t1dvn4qv?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
السكيري للزي الموحد,متجر ملابس رسمية,شارع مكة، ،، سيهات‎ 32437,055 464 8956,N/A,4.1,F2FR+54,"{""الأحد"": ""٩:٠٠ص–١٢:٠٠م٣:٣٠–١٠:٣٠م""}",مفتوح · يغلق عند الساعة ١٠:٣٠ م,N/A,سيهات,المنطقة الشرقية,26.4729478,50.0402749,"https://www.google.com/maps/place/%D8%A7%D9%84%D8%B3%D9%83%D9%8A%D8%B1%D9%8A+%D9%84%D9%84%D8%B2%D9%8A+%D8%A7%D9%84%D9%85%D9%88%D8%AD%D8%AF%E2%80%AD/@26.4729478,50.0402749,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fe401f1d560f:0x56d66fa85a31589f!8m2!3d26.4729478!4d50.0402749!16s%2Fg%2F11f__43bb_?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
متجر الشبيب,متجر الملابس الداخلية,شارع سوق الذهب، الديرة، سيهات‎ 32461,050 922 9839,N/A,4.8,F2PP+85,"{""الأحد"": ""٣:٠٠–١٠:٣٠م""}",مفتوح · يغلق عند الساعة ١٠:٣٠ م,N/A,سيهات,المنطقة الشرقية,26.4858522,50.0354243,"https://www.google.com/maps/place/%D9%85%D8%AA%D8%AC%D8%B1+%D8%A7%D9%84%D8%B4%D8%A8%D9%8A%D8%A8%E2%80%AD/@26.4858522,50.0354243,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff5ae4f4d0b5:0x57e76355c68f636d!8m2!3d26.4858522!4d50.0354243!16s%2Fg%2F11jlk6nqsw?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
اكس راي للملابس X-RAY,متجر ملابس رجالي,طريق الملك عبدالعزيز، الزهور، سيهات‎ 32437,056 596 0195,N/A,4.6,F29R+3C,"{""الأحد"": ""٤:٠٠–١١:٠٠م""}",سيفتح قريبًا · عند الساعة ٤ م,N/A,سيهات,المنطقة الشرقية,26.4676883,50.0411077,"https://www.google.com/maps/place/%D8%A7%D9%83%D8%B3+%D8%B1%D8%A7%D9%8A+%D9%84%D9%84%D9%85%D9%84%D8%A7%D8%A8%D8%B3+X-RAY%E2%80%AD/@26.4676883,50.0411077,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff8e9d6b4a0f:0xba61444a3b29d75f!8m2!3d26.4676883!4d50.0411077!16s%2Fg%2F11scc7g6bh?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
دللي مولودك,متجر ملابس أطفال,F2MV+PGR، طريق الملك عبدالعزيز، حي النور، سيهات‎ 32452,050 686 7863,https://instagram.com/dallymolodk?igshid=YmMyMTA2M2Y=,4.1,F2MV+PGR,"{""الأحد"": ""مغلق""}",مغلق · يفتح يوم الاثنين عند الساعة ٤ م,N/A,سيهات,المنطقة الشرقية,26.4843558,50.0437532,"https://www.google.com/maps/place/%D8%AF%D9%84%D9%84%D9%8A+%D9%85%D9%88%D9%84%D9%88%D8%AF%D9%83%E2%80%AD/@26.4843558,50.0437532,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ffc20a90ea53:0x936a9085cd910ca7!8m2!3d26.4843558!4d50.0437532!16s%2Fg%2F11gjxd1snv?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
السبع للملابس الرجالية,متجر ملابس رجالي,"Khaleej Rd, الكوثر، سيهات‎ 31972",013 838 1585,N/A,4.7,F3M3+GG,"{""الأحد"": ""٤:٠٠–١٠:٠٠م""}",سيفتح قريبًا · عند الساعة ٤ م,N/A,سيهات,المنطقة الشرقية,26.4838396,50.0538437,"https://www.google.com/maps/place/%D8%A7%D9%84%D8%B3%D8%A8%D8%B9+%D9%84%D9%84%D9%85%D9%84%D8%A7%D8%A8%D8%B3+%D8%A7%D9%84%D8%B1%D8%AC%D8%A7%D9%84%D9%8A%D8%A9%E2%80%AD/@26.4838396,50.0538437,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fe5bc60e0467:0xe317e3c0e915bbe3!8m2!3d26.4838396!4d50.0538437!16s%2Fg%2F11dxbjwk7p?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
عبايات فنر,متجر ملابس,طريق الخليج، المنتزه، سيهات‎ 32452,055 288 1299,https://instagram.com/abayat_fanar2?igshid=1iq84x4bdq6no,3.9,F3P2+3F,"{""الأحد"": ""٣:٣٠–١١:٠٠م""}",مفتوح · يغلق عند الساعة ١١ م,N/A,سيهات,المنطقة الشرقية,26.4851293,50.0512194,"https://www.google.com/maps/place/%D8%B9%D8%A8%D8%A7%D9%8A%D8%A7%D8%AA+%D9%81%D9%86%D8%B1%E2%80%AD/@26.4851293,50.0512194,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fe5a93b46f73:0x1dd17bd452753dc7!8m2!3d26.4851293!4d50.0512194!16s%2Fg%2F11d_c52wb9?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
ستايل F2G للملابس الرجالية الاسسوارات,مركز تسوق,F2PQ+9Q7، شارع عمر بن عبدالعزيز، النور، سيهات‎ 32452,054 119 8910,N/A,4.6,F2PQ+9Q7,"{""الأحد"": ""٤:٠٠م–١٢:٠٠ص""}",سيفتح قريبًا · عند الساعة ٤ م,N/A,سيهات,المنطقة الشرقية,26.4859221,50.0394223,"https://www.google.com/maps/place/%D8%B3%D8%AA%D8%A7%D9%8A%D9%84+F2G+%D9%84%D9%84%D9%85%D9%84%D8%A7%D8%A8%D8%B3+%D8%A7%D9%84%D8%B1%D8%AC%D8%A7%D9%84%D9%8A%D8%A9+%D8%A7%D9%84%D8%A7%D8%B3%D8%B3%D9%88%D8%A7%D8%B1%D8%A7%D8%AA%E2%80%AD/@26.4859221,50.0394223,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fe49e0395605:0x2edb752d3ffdc08f!8m2!3d26.4859221!4d50.0394223!16s%2Fg%2F11f125x3rn?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
بوتيك جيهان السلمان,متجر ملابس أطفال,شارع اللؤلؤ، الغدير، سيهات‎ 32451,050 382 9246,https://instagram.com/jeje525?utm_medium=copy_link,4.6,F3Q2+98,N/A,N/A,N/A,سيهات,المنطقة الشرقية,26.488479,50.050846,"https://www.google.com/maps/place/%D8%A8%D9%88%D8%AA%D9%8A%D9%83+%D8%AC%D9%8A%D9%87%D8%A7%D9%86+%D8%A7%D9%84%D8%B3%D9%84%D9%85%D8%A7%D9%86%E2%80%AD/@26.488479,50.050846,16z/data=!3m1!4b1!4m6!3m5!1s0x3e49ffc0c5991135:0x1e111f608c7b22f4!8m2!3d26.488479!4d50.050846!16s%2Fg%2F11h64tv35k?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
متجر نادي الخليج Khaleej club store,متجر ملابس,"الخامس عشر, الخليج، سيهات‎ 32461",N/A,https://store.khaleejclub.sa/,3.8,F2FJ+FM,"{""الأحد"": ""٣:٠٠–٦:٣٠م""}",مفتوح · يغلق عند الساعة ٦:٣٠ م,N/A,سيهات,المنطقة الشرقية,26.4737384,50.0316353,"https://www.google.com/maps/place/%D9%85%D8%AA%D8%AC%D8%B1+%D9%86%D8%A7%D8%AF%D9%8A+%D8%A7%D9%84%D8%AE%D9%84%D9%8A%D8%AC+Khaleej+club+store%E2%80%AD/@26.4737384,50.0316353,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ffc57351fee3:0xb75d7a7fa3e8c946!8m2!3d26.4737384!4d50.0316353!16s%2Fg%2F11h5dn5ngd?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
كساء للدشداشة الكويتية الجاهزة,متجر ملابس رجالي,طريق الملك عبدالعزيز، الزهور، سيهات‎ 32437,059 085 0500,N/A,4.3,F29R+3F,"{""الأحد"": ""مغلق""}",مغلق · يفتح يوم الاثنين عند الساعة ٤ م,N/A,سيهات,المنطقة الشرقية,26.4676939,50.0411631,"https://www.google.com/maps/place/%D9%83%D8%B3%D8%A7%D8%A1+%D9%84%D9%84%D8%AF%D8%B4%D8%AF%D8%A7%D8%B4%D8%A9+%D8%A7%D9%84%D9%83%D9%88%D9%8A%D8%AA%D9%8A%D8%A9+%D8%A7%D9%84%D8%AC%D8%A7%D9%87%D8%B2%D8%A9%E2%80%AD/@26.4676939,50.0411631,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff5ace110c7b:0xfea041e0d357ab0f!8m2!3d26.4676939!4d50.0411631!16s%2Fg%2F11h4zn4rfx?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
بسطة الشارع,متجر ملابس,"F2FR+8J2 حي, السلام، سيهات‎ 32437",056 622 3885,N/A,5.0,F2FR+8J2,"{""الأحد"": ""٨:٠٠ص–١٢:٠٠م٢:٠٠م–١٢:٠٠ص""}",مفتوح · يغلق عند الساعة ١٢ ص,N/A,سيهات,المنطقة الشرقية,26.4732582,50.0415032,"https://www.google.com/maps/place/%D8%A8%D8%B3%D8%B7%D8%A9+%D8%A7%D9%84%D8%B4%D8%A7%D8%B1%D8%B9%E2%80%AD/@26.4732582,50.0415032,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff00750debdd:0xadf9589d235cee65!8m2!3d26.4732582!4d50.0415032!16s%2Fg%2F11w3yp7j_g?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
بوتيك جيهان السلمان,متجر ملابس أطفال,شارع اللؤلؤ، الغدير، سيهات‎ 32451,050 382 9246,https://instagram.com/jeje525?utm_medium=copy_link,4.6,F3Q2+98,N/A,N/A,N/A,سيهات,المنطقة الشرقية,26.488479,50.050846,"https://www.google.com/maps/place/%D8%A8%D9%88%D8%AA%D9%8A%D9%83+%D8%AC%D9%8A%D9%87%D8%A7%D9%86+%D8%A7%D9%84%D8%B3%D9%84%D9%85%D8%A7%D9%86%E2%80%AD/@26.488479,50.050846,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ffc0c5991135:0x1e111f608c7b22f4!8m2!3d26.488479!4d50.050846!16s%2Fg%2F11h64tv35k?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
Wool | صوف للأقمشة,متجر أقمشة,"شارع عمر بن عبد العزيز, الديرة، سيهات‎ 32461",053 813 5027,https://salla.sa/wool_textile,4.5,F2MQ+HX,"{""الأحد"": ""٩:٣٠–١١:٣٠ص٣:٣٠–١١:٣٠م""}",مفتوح · يغلق عند الساعة ١١:٣٠ م,N/A,سيهات,المنطقة الشرقية,26.4839555,50.0399596,"https://www.google.com/maps/place/Wool+%7C+%D8%B5%D9%88%D9%81+%D9%84%D9%84%D8%A3%D9%82%D9%85%D8%B4%D8%A9%E2%80%AD/@26.4839555,50.0399596,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff9c6631f3c5:0x52c6391fe9156382!8m2!3d26.4839555!4d50.0399596!16s%2Fg%2F11rcy9_lqg?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
سيهات باقز,متجر أكسسوارات,8108، الديرة، سيهات‎ 32461 5479،,N/A,N/A,4.2,F2PP+7X,N/A,N/A,N/A,سيهات,المنطقة الشرقية,26.4857046,50.0374257,"https://www.google.com/maps/place/%D8%B3%D9%8A%D9%87%D8%A7%D8%AA+%D8%A8%D8%A7%D9%82%D8%B2%E2%80%AD/@26.4857046,50.0374257,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff919003e8af:0xa1d4c9e0d7cf5e29!8m2!3d26.4857046!4d50.0374257!16s%2Fg%2F11syh9zc39?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
الليزر ١٣,متجر ملابس رياضية,شارع عمر بن عبدالعزيز، الديرة، سيهات‎ 32434,050 585 9905,https://instagram.com/lasersport?utm_medium=copy_link,4.6,F2PQ+VC,"{""الأحد"": ""٤:٠٠–١٠:٠٠م""}",سيفتح قريبًا · عند الساعة ٤ م,N/A,سيهات,المنطقة الشرقية,26.4872201,50.038575,"https://www.google.com/maps/place/%D8%A7%D9%84%D9%84%D9%8A%D8%B2%D8%B1+%D9%A1%D9%A3%E2%80%AD/@26.4872201,50.038575,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff35cb7076b1:0xfa2101efff3a0fc4!8m2!3d26.4872201!4d50.038575!16s%2Fg%2F11pv34dwbp?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مؤسسة وادي النجمة للخياطة,متجر للزي الموحد,7721 شارع عمر بن الخطاب، النابية، سيهات‎ 32471,013 331 2433,http://www.valleyunif.com/,4.3,F2C4+C5,N/A,N/A,N/A,سيهات,المنطقة الشرقية,26.4710784,50.0054787,"https://www.google.com/maps/place/%D9%85%D8%A4%D8%B3%D8%B3%D8%A9+%D9%88%D8%A7%D8%AF%D9%8A+%D8%A7%D9%84%D9%86%D8%AC%D9%85%D8%A9+%D9%84%D9%84%D8%AE%D9%8A%D8%A7%D8%B7%D8%A9%E2%80%AD/@26.4710784,50.0054787,17z/data=!3m1!4b1!4m6!3m5!1s0x3e3601cf7b8671c9:0x71d15ca612f1c79d!8m2!3d26.4710784!4d50.0054787!16s%2Fg%2F11b5wqggwj?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
البجعة الجميلة للورد والهدايا Pretty Swan 4 Gifts & Flowers I,محل هدايا,أ5 بجانب مركز صحي، قرطبة، سيهات‎ 32453,056 538 8086,N/A,4.9,F2WQ+W3,"{""الأحد"": ""٣:٠٠–١١:٠٠م""}",مفتوح · يغلق عند الساعة ١١ م,N/A,سيهات,المنطقة الشرقية,26.4972762,50.0377125,"https://www.google.com/maps/place/%D8%A7%D9%84%D8%A8%D8%AC%D8%B9%D8%A9+%D8%A7%D9%84%D8%AC%D9%85%D9%8A%D9%84%D8%A9+%D9%84%D9%84%D9%88%D8%B1%D8%AF+%D9%88%D8%A7%D9%84%D9%87%D8%AF%D8%A7%D9%8A%D8%A7+Pretty+Swan+4+Gifts+%26+Flowers+I%E2%80%AD/@26.4972762,50.0377125,17z/data=!3m1!4b1!4m6!3m5!1s0x3e35ff078d2a4ac9:0xb32f5f553b142419!8m2!3d26.4972762!4d50.0377125!16s%2Fg%2F11tg83ln3h?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
